Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
CAMPBELLCA.GOV,City,Non-Federal Agency,Campbell,CA,37.28716652,-121.949958
CAMPBELLOHIO.GOV,City,Non-Federal Agency,Campbell,OH,41.07838609,-80.59923936
CANALWINCHESTEROHIO.GOV,City,Non-Federal Agency,Canal Winchester,OH,39.84283623,-82.80461966
CANANDAIGUANEWYORK.GOV,City,Non-Federal Agency,Canandaigua,NY,42.87422623,-77.28803719
CANNONFALLSMN.GOV,City,Non-Federal Agency,Cannon Falls,MN,44.50690635,-92.90547633
CANTONOHIO.GOV,City,Non-Federal Agency,Canton,OH,40.79894739,-81.37844871
CANTONTWP-OH.GOV,City,Non-Federal Agency,Canton,OH,40.79894739,-81.37844871
CANTONTX.GOV,City,Non-Federal Agency,Canton,TX,32.55651581,-95.86329786
CAPECORALFL.GOV,City,Non-Federal Agency,Cape Coral,FL,26.56284967,-81.94952903
CARLISLEMA.GOV,City,Non-Federal Agency,Carlisle,MA,42.52925985,-71.34949566
CARLSBADCA.GOV,City,Non-Federal Agency,Carlsbad,CA,33.15808992,-117.3505876
CARNATIONWA.GOV,City,Non-Federal Agency,Carnation,WA,47.64787963,-121.9140062
CARNEGIEOK.GOV,City,Non-Federal Agency,Carnegie,OK,35.10366778,-98.60366718
CARNEYSPOINTNJ.GOV,City,Non-Federal Agency,Carneys Point,NJ,39.71121841,-75.4701985
CARRBORONC.GOV,City,Non-Federal Agency,Carrboro,NC,35.91013571,-79.07528759
CARROLLTON-GA.GOV,City,Non-Federal Agency,Carrollton,GA,33.58010747,-85.07660754
CARTERLAKE-IA.GOV,City,Non-Federal Agency,Carter Lake,IA,41.29054677,-95.918067
CARTERSVILLEGA.GOV,City,Non-Federal Agency,Cartersville,GA,34.16509606,-84.7999361
CARTHAGEMO.GOV,City,Non-Federal Agency,Carthage,MO,37.17644934,-94.31021567
CARVERMA.GOV,City,Non-Federal Agency,Carver,MA,41.88343666,-70.76253624
CARYNC.GOV,City,Non-Federal Agency,Cary,NC,35.79153974,-78.78111719
CASAGRANDEAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ,32.87949715,-111.75735
CASPERWY.GOV,City,Non-Federal Agency,Casper,WY,42.86662641,-106.3130761
CASTROVILLETX.GOV,City,Non-Federal Agency,Castroville,TX,29.35578783,-98.87863778
CATHEDRALCITY.GOV,City,Non-Federal Agency,Cathedral City,CA,33.77973676,-116.4652867
CAVESPRINGSAR.GOV,City,Non-Federal Agency,Cave Springs,AR,36.26340836,-94.23186863
CECILTONMD.GOV,City,Non-Federal Agency,Cecilton ,MD,39.40399918,-75.86743675
CECILTOWNSHIP-PA.GOV,City,Non-Federal Agency,Cecil,PA,40.32950855,-80.17088637
CEDARHURST.GOV,City,Non-Federal Agency,cedarhurst,NY,40.62287801,-73.72429942
CEDARPARKTEXAS.GOV,City,Non-Federal Agency,Cedar Park,TX,30.50519734,-97.8202867
CEDARRAPIDS-IA.GOV,City,Non-Federal Agency,Cedar Rapids,IA,42.00832757,-91.64406726
CEDARTOWNGEORGIA.GOV,City,Non-Federal Agency,Cedartown,GA,34.05370845,-85.25494922
CELINA-TX.GOV,City,Non-Federal Agency,Celina,TX,33.32455715,-96.78443812
CENTENNIALCO.GOV,City,Non-Federal Agency,Centennial,CO,39.57915963,-104.876916
CENTERCO.GOV,City,Non-Federal Agency,Center,CO,37.75305968,-106.1086367
CENTERLINE.GOV,City,Non-Federal Agency,Center Line,MI,42.48503777,-83.02769636
CENTERVILLEOHIO.GOV,City,Non-Federal Agency,Centerville,OH,39.62838976,-84.15937744
CENTERVILLETX.GOV,City,Non-Federal Agency,College Station,TX,30.62797794,-96.33440605
CENTRAL-LA.GOV,City,Non-Federal Agency,Central,LA,30.55434647,-91.03676965
CENTRALPOINTOREGON.GOV,City,Non-Federal Agency,Central Point,OR,42.37595845,-122.9164272
CGAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ,32.87949715,-111.75735
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford,PA,39.87177767,-75.59131875
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Chambersburg,PA,39.93758883,-77.66109908
CHAMBLEEGA.GOV,City,Non-Federal Agency,Chamblee,GA,33.89204679,-84.29880656
CHAMPAIGN-IL.GOV,City,Non-Federal Agency,Champaign,IL,40.11641646,-88.24337703
CHAMPAIGNIL.GOV,City,Non-Federal Agency,Champaign,IL,40.11641646,-88.24337703
CHANDLERAZ.GOV,City,Non-Federal Agency,Chandler,AZ,33.30615828,-111.8412495
CHARLESTON-SC.GOV,City,Non-Federal Agency,Charleston,SC,32.77656878,-79.93091816
CHARLESTONWV.GOV,City,Non-Federal Agency,Charleston,WV,38.34981922,-81.63261766
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Charlestown,NH,43.23868939,-72.42452676
CHARLOTTENC.GOV,City,Non-Federal Agency,Charlotte,NC,35.22708733,-80.84312671
CHARLOTTESVILLEVA.GOV,City,Non-Federal Agency,Charlottesville,VA,38.02930816,-78.47667871
CHATHAM-MA.GOV,City,Non-Federal Agency,Chatham,MA,41.68205703,-69.95973998
CHATHAM-VA.GOV,City,Non-Federal Agency,Chatham,VA,36.82568747,-79.39807994
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Chatham,NJ,40.74092954,-74.3837564
CHATSWORTHGA.GOV,City,Non-Federal Agency,Chatsworth,GA,34.76590975,-84.76993726
CHATTANOOGA.GOV,City,Non-Federal Agency,Chattanooga,TN,35.04562743,-85.30967786
CHELSEAMA.GOV,City,Non-Federal Agency,Chelsea,MA,42.39175655,-71.03282726
CHESAPEAKEBEACHMD.GOV,City,Non-Federal Agency,Chesapeake Beach,MD,38.68622737,-76.53467804
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Chesapeake City,MD,39.53094641,-75.80743907
CHESHIRE-MA.GOV,City,Non-Federal Agency,Cheshire,MA,42.56202594,-73.16287974
CHESTER-NY.GOV,City,Non-Federal Agency,Chester,NY,41.36258987,-74.27125739
CHESTERFIELD.GOV,City,Non-Federal Agency,Chesterfield,VA,37.21485793,-79.98392796
CHESTERVT.GOV,City,Non-Federal Agency,Chester,VT,43.26284775,-72.59508863
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Brodheadsville,PA,40.92453575,-75.39378628
CHEVERLY-MD.GOV,City,Non-Federal Agency,Cheverly,MD,38.9281664,-76.91580772
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Chevy Chase,MD,38.97121858,-77.07636697
CHICAGO-IL.GOV,City,Non-Federal Agency,Chicago,IL,41.85002712,-87.65004618
CHICOCA.GOV,City,Non-Federal Agency,Chico,CA,39.72848788,-121.837477
CHICOPEEMA.GOV,City,Non-Federal Agency,Chicopee,MA,42.1725585,-72.59490864
CHILLICOTHEOH.GOV,City,Non-Federal Agency,Chillicothe,OH,39.33311697,-82.98239888
CHILMARKMA.GOV,City,Non-Federal Agency,Chilmark,MA,41.3431696,-70.74474932
CHINAGROVENC.GOV,City,Non-Federal Agency,China Grove,NC,35.56930896,-80.58172691
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Chincoteague,VA,37.93317869,-75.37880711
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,Chippewa Falls,WI,44.9369062,-91.39292655
CHOWANCOUNTY-NC.GOV,City,Non-Federal Agency,Edenton,NC,36.0579386,-76.60771556
CHULAVISTACA.GOV,City,Non-Federal Agency,Chula Vista,CA,32.64004639,-117.0841978
CHURCHHILLTN.GOV,City,Non-Federal Agency,Church Hill,TN,36.52231989,-82.71348924
CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX,29.56161757,-98.22695611
CINCINNATI-OH.GOV,City,Non-Federal Agency,Cincinnati,OH,39.16199715,-84.45688654
CINCINNATIOHIO.GOV,City,Non-Federal Agency,Cincinnati,OH,39.16199715,-84.45688654
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,KANKAKEE,IL,41.1200299,-87.86114945
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,Adams,WI,43.95607873,-89.81817879
CITYOFAIKENSC.GOV,City,Non-Federal Agency,Aiken,SC,33.56041722,-81.71954994
CITYOFALAMEDACA.GOV,City,Non-Federal Agency,Alameda,CA,37.7652086,-122.2416356
CITYOFALBIONMI.GOV,City,Non-Federal Agency,albion,MI,42.24309874,-84.75302776
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,Alcoa,TN,35.78952842,-83.97378691
CITYOFALGOODTN.GOV,City,Non-Federal Agency,Algood,TN,36.19588736,-85.44857604
CITYOFALMAGA.GOV,City,Non-Federal Agency,Alma,GA,31.53936757,-82.46235753
CITYOFAUBURNWA.GOV,City,Non-Federal Agency,Auburn,WA,47.30731835,-122.2284473
CITYOFBAKERLA.GOV,City,Non-Federal Agency,Baker ,LA,30.58823747,-91.16815799
CITYOFBELOITWI.GOV,City,Non-Federal Agency,Beloit,WI,42.5083457,-89.03177907
CITYOFBENTONHARBORMI.GOV,City,Non-Federal Agency,Benton Harbor,MI,42.11670945,-86.4541873
CITYOFBLUERIDGEGA.GOV,City,Non-Federal Agency,Blue Ridge,GA,34.86396955,-84.32408982
CITYOFBOWIEMD.GOV,City,Non-Federal Agency,Bowie,MD,38.9427766,-76.73027568
CITYOFBOWMANGA.GOV,City,Non-Federal Agency,Bowman,GA,34.20482754,-83.03069759
CITYOFBRUNSWICK-GA.GOV,City,Non-Federal Agency,Brunswick,GA,31.14994962,-81.49148768
CITYOFBURTON-TX.GOV,City,Non-Federal Agency,Burton,TX,32.29347815,-97.44445755
CITYOFCANALFULTON-OH.GOV,City,Non-Federal Agency,Canal Fulton,OH,40.88977633,-81.59761976
CITYOFCAYCE-SC.GOV,City,Non-Federal Agency,Cayce,SC,33.96570976,-81.07397873
CITYOFCHAMPAIGN-IL.GOV,City,Non-Federal Agency,Champaign,IL,40.11641646,-88.24337703
CITYOFCHAMPAIGNIL.GOV,City,Non-Federal Agency,Champaign,IL,40.11641646,-88.24337703
CITYOFCHETEK-WI.GOV,City,Non-Federal Agency,Chetek,WI,45.31412572,-91.65099665
CITYOFCHOTEAU-MT.GOV,City,Non-Federal Agency,Choteau,MT,47.81244803,-112.1836286
CITYOFCLAYTONGA.GOV,City,Non-Federal Agency,Clayton,GA,34.87814779,-83.40098773
CITYOFCODY-WY.GOV,City,Non-Federal Agency,Cody,WY,44.52633563,-109.0565276
CITYOFCONWAY-AR.GOV,City,Non-Federal Agency,Conway,AR,35.08869761,-92.44209845
CITYOFCOWETA-OK.GOV,City,Non-Federal Agency,Coweta,OK,35.95176602,-95.65080871
CITYOFCRISFIELD-MD.GOV,City,Non-Federal Agency,Crisfield,MD,37.98345723,-75.85381645
CITYOFCUDAHYCA.GOV,City,Non-Federal Agency,Cudahy,CA,33.96056671,-118.185349
CITYOFDALTON-GA.GOV,City,Non-Federal Agency,Dalton,GA,34.7697974,-84.97021898
CITYOFDOUGLASGA.GOV,City,Non-Federal Agency,Douglas,GA,31.50880628,-82.84986764
CITYOFDUNBARWV.GOV,City,Non-Federal Agency,Dunbar,WV,38.36064976,-81.73734586
CITYOFDUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA,47.09675954,-122.631238
CITYOFEUDORAKS.GOV,City,Non-Federal Agency,Eudora,KS,38.94333905,-95.09857722
CITYOFFAIRFAX-MN.GOV,City,Non-Federal Agency,Fairfax,MN,44.52912988,-94.72081774
CITYOFFARGO-ND.GOV,City,Non-Federal Agency,Fargo,ND,46.87718802,-96.78979714
CITYOFFARMERSVILLE-CA.GOV,City,Non-Federal Agency,Farmersville,CA,36.29772682,-119.2067764
CITYOFFARMINGTON-AR.GOV,City,Non-Federal Agency,Farmington,AR,36.04201901,-94.24714927
CITYOFFOLKSTON-GA.GOV,City,Non-Federal Agency,Folkston,GA,30.83050947,-82.00983718
CITYOFGAFFNEY-SC.GOV,City,Non-Federal Agency,Gaffney,SC,35.07178811,-81.64981963
CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,Galena Park,TX,29.73355631,-95.23020853
CITYOFGRAVETTE-AR.GOV,City,Non-Federal Agency,Gravette,AR,36.42201929,-94.45354595
CITYOFGROTON-CT.GOV,City,Non-Federal Agency,Groton,CT,41.35009898,-72.07840848
CITYOFGROVEOK.GOV,City,Non-Federal Agency,Grove,OK,36.59368806,-94.76911645
CITYOFGUNNISON-CO.GOV,City,Non-Federal Agency,Gunnison,CO,38.54581733,-106.9253187
CITYOFHAMPTON-GA.GOV,City,Non-Federal Agency,Hampton,GA,33.38705661,-84.28297697
CITYOFHARRISON-MI.GOV,City,Non-Federal Agency,Harrison,MI,44.01918563,-84.79946814
CITYOFHAYWARD-CA.GOV,City,Non-Federal Agency,Hayward,CA,37.66881815,-122.0807974
CITYOFHAYWARDWI.GOV,City,Non-Federal Agency,Hayward,WI,46.01300821,-91.48461941
CITYOFHIRAMGA.GOV,City,Non-Federal Agency,HIRAM,GA,33.87565925,-84.76215745
CITYOFHOKAH-MN.GOV,City,Non-Federal Agency,Hokah,MN,43.75940569,-91.34652666
CITYOFHOLYOKE-CO.GOV,City,Non-Federal Agency,Holyoke,CO,40.58443793,-102.3024065
CITYOFHOMER-AK.GOV,City,Non-Federal Agency,Homer,AK,59.64249675,-151.548327
CITYOFHONDO-TX.GOV,City,Non-Federal Agency,Hondo,TX,29.34745907,-99.14141896
CITYOFHOUSTON.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
CITYOFHUMBLE-TX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.2621557
CITYOFHUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.2621557
CITYOFHUNTSVILLETX.GOV,City,Non-Federal Agency,Huntsville,TX,30.72352696,-95.55077809
CITYOFIRONDALEAL.GOV,City,Non-Federal Agency,Irondale,AL,33.5381577,-86.70720885
CITYOFKEYWEST-FL.GOV,City,Non-Federal Agency,Key West,FL,24.55569928,-81.78258935
CITYOFKINGMAN.GOV,City,Non-Federal Agency,Kingman,AZ,35.18943917,-114.0530057
CITYOFKINGSBURG-CA.GOV,City,Non-Federal Agency,Kingsburg,CA,36.51383814,-119.5540196
CITYOFLACRESCENT-MN.GOV,City,Non-Federal Agency,La Crescent,MN,43.8280156,-91.30402794
CITYOFLADUE-MO.GOV,City,Non-Federal Agency,Ladue,MO,38.6497671,-90.38066937
CITYOFLAGRANGEMO.GOV,City,Non-Federal Agency,LaGrange,MO,40.04281649,-91.49764575
CITYOFLAHABRA-CA.GOV,City,Non-Federal Agency,LA HABRA,CA,33.93195825,-117.9461683
CITYOFLAPORTEIN.GOV,City,Non-Federal Agency,La Porte,IN,29.66577882,-95.01936624
CITYOFLENEXA-KS.GOV,City,Non-Federal Agency,Lenexa,KS,38.95361614,-94.73356961
CITYOFLENEXAKS.GOV,City,Non-Federal Agency,Lenexa,KS,38.95361614,-94.73356961
CITYOFLINDALETX.GOV,City,Non-Federal Agency,LINDALE,TX,32.51569993,-95.40939613
CITYOFLISBON-IA.GOV,City,Non-Federal Agency,Lisbon,IA,41.92111631,-91.38544821
CITYOFLUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,33.57785767,-101.8551687
CITYOFMARIONIL.GOV,City,Non-Federal Agency,Marion,IL,37.73060667,-88.93312982
CITYOFMARIONWI.GOV,City,Non-Federal Agency,MARION,WI,44.67080881,-88.88926772
CITYOFMCCAYSVILLEGA.GOV,City,Non-Federal Agency,McCaysville,GA,34.9861877,-84.37130863
CITYOFMENASHA-WI.GOV,City,Non-Federal Agency,Menasha,WI,44.20220689,-88.44649801
CITYOFMIDLANDMI.GOV,City,Non-Federal Agency,Midland,MI,43.61557595,-84.24720964
CITYOFMILLBROOK-AL.GOV,City,Non-Federal Agency,Millbrook,AL,32.47985611,-86.36191849
CITYOFMILLENGA.GOV,City,Non-Federal Agency,Millen,GA,32.80404784,-81.94927706
CITYOFMONONGAHELA-PA.GOV,City,Non-Federal Agency,Monongahela,PA,40.20312826,-79.92615758
CITYOFMORROWGA.GOV,City,Non-Federal Agency,Morrow,GA,33.5831672,-84.33936597
CITYOFMTVERNON-IA.GOV,City,Non-Federal Agency,Mount Vernon,IA,41.92194874,-91.41683743
CITYOFNANTICOKE-PA.GOV,City,Non-Federal Agency,Nanticoke,PA,41.20535583,-76.00491755
CITYOFNEWBURGH-NY.GOV,City,Non-Federal Agency,Newburgh,NY,41.50342738,-74.01041553
CITYOFNEWULM-MN.GOV,City,Non-Federal Agency,New Ulm,MN,44.31245611,-94.46052933
CITYOFNORMANDY.GOV,City,Non-Federal Agency,St. Louis,MO,38.6272691,-90.19788659
CITYOFNOVI-MI.GOV,City,Non-Federal Agency,Novi,MI,42.48058767,-83.47548762
CITYOFOLYMPIA-WA.GOV,City,Non-Federal Agency,Olympia,WA,47.03786876,-122.9006966
CITYOFOLYMPIAWA.GOV,City,Non-Federal Agency,Olympia,WA,47.03786876,-122.9006966
CITYOFOMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE,41.2586086,-95.93778875
CITYOFPACIFICWA.GOV,City,Non-Federal Agency,Pacific,WA,47.26454965,-122.2501173
CITYOFPARISTN.GOV,City,Non-Federal Agency,Paris,TN,36.30199694,-88.32670964
CITYOFPARMA-OH.GOV,City,Non-Federal Agency,Parma,OH,41.40476913,-81.72290664
CITYOFPASSAICNJ.GOV,City,Non-Federal Agency,Passaic,NJ,40.85676726,-74.12847606
CITYOFPATASKALAOHIO.GOV,City,Non-Federal Agency,Pataskala,OH,39.99561568,-82.67432922
CITYOFPATTERSONLA.GOV,City,Non-Federal Agency,Patterson,LA,29.69325789,-91.30204811
CITYOFPHOENIX.GOV,City,Non-Federal Agency,Phoenix,AZ,33.44837716,-112.0740363
CITYOFPIGEONFORGETN.GOV,City,Non-Federal Agency,Pigeon Forge,TN,35.78841701,-83.55432963
CITYOFPLAINVILLE-KS.GOV,City,Non-Federal Agency,Plainville,KS,39.2347287,-99.29815805
CITYOFPLATTSBURGH-NY.GOV,City,Non-Federal Agency,Plattsburgh,NY,44.69948926,-73.45290601
CITYOFPLEASANTONCA.GOV,City,Non-Federal Agency,Pleasanton,CA,37.66242872,-121.8746797
CITYOFPOCOMOKEMD.GOV,City,Non-Federal Agency,Pocomoke City,MD,38.07567655,-75.56797932
CITYOFPORTLANDTN.GOV,City,Non-Federal Agency,Portland,TN,36.58170562,-86.51637628
CITYOFREDMOND.GOV,City,Non-Federal Agency,Redmond,WA,47.67398631,-122.1215098
CITYOFROCHESTER.GOV,City,Non-Federal Agency,Rochester,NY,43.15477634,-77.61555862
CITYOFROCKHILLSC.GOV,City,Non-Federal Agency,Rock Hill,SC,34.92486714,-81.02507707
CITYOFROCKPORT-IN.GOV,City,Non-Federal Agency,Rockport,IN,37.88310714,-87.04943948
CITYOFSAFFORDAZ.GOV,City,Non-Federal Agency,Safford,AZ,32.83394769,-109.7075793
CITYOFSALEMNJ.GOV,City,Non-Federal Agency,Salem,NJ,39.57177579,-75.46713877
CITYOFSANTEECA.GOV,City,Non-Federal Agency,Santee,CA,32.83837979,-116.973917
CITYOFSARASOTAFL.GOV,City,Non-Federal Agency,Sarasota,FL,27.33642553,-82.53064797
CITYOFSEATTLE.GOV,City,Non-Federal Agency,Seattle,WA,47.60620883,-122.3320686
CITYOFSPARTANBURG-SC.GOV,City,Non-Federal Agency,Spartanburg,SC,34.94956995,-81.93204809
CITYOFSPENCEROK.GOV,City,Non-Federal Agency,Spencer,OK,35.52283708,-97.37725601
CITYOFSTMARYSPA.GOV,City,Non-Federal Agency,St. Marys,PA,41.42783858,-78.56085724
CITYOFSTOCKBRIDGE-GA.GOV,City,Non-Federal Agency,Stockbridge,GA,33.54427715,-84.23380983
CITYOFSUNRISEFL.GOV,City,Non-Federal Agency,Sunrise,FL,26.15766963,-80.28610764
CITYOFSUNRISEFLORIDA.GOV,City,Non-Federal Agency,Sunrise,FL,26.15766963,-80.28610764
CITYOFTITUSVILLEPA.GOV,City,Non-Federal Agency,Titusville,PA,41.62699991,-79.67365799
CITYOFTORRANCECA.GOV,City,Non-Federal Agency,Torrance,CA,33.83584678,-118.3406258
CITYOFTYLER-TX.GOV,City,Non-Federal Agency,Tyler,TX,32.35125752,-95.30105925
CITYOFTYLERTX.GOV,City,Non-Federal Agency,Tyler,TX,32.35125752,-95.30105925
CITYOFWARRENPA.GOV,City,Non-Federal Agency,Warren,PA,41.84394816,-79.1450359
CITYOFWASHINGTONGA.GOV,City,Non-Federal Agency,Washington,GA,33.73678807,-82.73930795
CITYOFWEATHERBYLAKE-MO.GOV,City,Non-Federal Agency,Weatherby Lake,MO,39.23777943,-94.69606993
CITYOFWESTONLAKES-TX.GOV,City,Non-Federal Agency,Fulshear,TX,29.68995968,-95.89967713
CITYOFWEYAUWEGA-WI.GOV,City,Non-Federal Agency,Weyauwega,WI,44.32136982,-88.93371927
CITYOFWHEATON-IL.GOV,City,Non-Federal Agency,Wheaton,IL,41.86613569,-88.10700763
CITYOFWOODBURYGA.GOV,City,Non-Federal Agency,Woodbury,GA,32.9837394,-84.58269987
CITYOFWORLANDWY.GOV,City,Non-Federal Agency,Worland,WY,44.01689984,-107.9553673
CITYOFYUKONOK.GOV,City,Non-Federal Agency,Yukon,OK,35.50671951,-97.76253882
CITYOLYMPIA-WA.GOV,City,Non-Federal Agency,Olympia,WA,47.03786876,-122.9006966
CITYOLYMPIAWA.GOV,City,Non-Federal Agency,Olympia,WA,47.03786876,-122.9006966
CLARKSTONGA.GOV,City,Non-Federal Agency,Clarkston,GA,33.80954661,-84.23963681
CLARKSVILLEAR.GOV,City,Non-Federal Agency,Clarksville,AR,35.47146964,-93.46656754
CLAYTONMO.GOV,City,Non-Federal Agency,Clayton,MO,38.64254974,-90.32372693
CLEARLAKE-WI.GOV,City,Non-Federal Agency,Clear Lake,WI,45.25190974,-92.2712981
CLEARLAKESHORES-TX.GOV,City,Non-Federal Agency,Clear Lake Shores,TX,29.54744832,-95.03214961
CLEVELAND-OH.GOV,City,Non-Federal Agency,Cleveland,OH,41.49949922,-81.69540958
CLEVELANDOHIO.GOV,City,Non-Federal Agency,Cleveland,OH,41.49949922,-81.69540958
CLEVELANDTN.GOV,City,Non-Federal Agency,Cleveland,TN,35.15951682,-84.87660929
CLEVELANDWI.GOV,City,Non-Federal Agency,Cleveland,WI,43.91498838,-87.74730955
CLEWISTON-FL.GOV,City,Non-Federal Agency,Clewiston,FL,26.75422669,-80.93367668
CLIFFSIDEPARKNJ.GOV,City,Non-Federal Agency,Cliffside Park,NJ,40.82148589,-73.98763856
CLIFTONAZ.GOV,City,Non-Federal Agency,Clifton,AZ,33.05089594,-109.2961764
CLIFTONFORGEVA.GOV,City,Non-Federal Agency,Clifton Forge,VA,37.81623857,-79.82448911
CLINTONMA.GOV,City,Non-Federal Agency,Clinton,MA,42.41675633,-71.68284858
CLINTONNJ.GOV,City,Non-Federal Agency,New Jersey,NJ,40.16705946,-74.4998686
CLINTONOK.GOV,City,Non-Federal Agency,Clinton,OK,35.51560622,-98.96730691
CLINTONTOWNSHIP-MI.GOV,City,Non-Federal Agency,Clinton Township,MI,44.81722582,-84.00527961
CMSDCA.GOV,City,Non-Federal Agency,Costa Mesa,CA,33.64112656,-117.9186667
COALCITY-IL.GOV,City,Non-Federal Agency,Coal City,IL,41.28780651,-88.28561928
COALRUNKY.GOV,City,Non-Federal Agency,Pikeville,KY,37.47926797,-82.51875552
COHOES-NY.GOV,City,Non-Federal Agency,Cohoes,NY,42.77423611,-73.70011857
COLCHESTERCT.GOV,City,Non-Federal Agency,Colchester,CT,41.57564597,-72.33202847
COLCHESTERVT.GOV,City,Non-Federal Agency,Colchester,VT,44.54393807,-73.14790957
COLDSPRINGKY.GOV,City,Non-Federal Agency,COLD SPRING,KY,39.0217266,-84.43993654
COLDSPRINGNY.GOV,City,Non-Federal Agency,Cold Spring ,NY,41.42008577,-73.95457999
COLFAX-CA.GOV,City,Non-Federal Agency,Colfax,CA,39.10072609,-120.9532784
COLLEGEDALETN.GOV,City,Non-Federal Agency,Collegedale,TN,35.05312826,-85.05022638
COLLEGEPARKMD.GOV,City,Non-Federal Agency,College Park,MD,38.98066774,-76.93691984
COLLEGEVILLE-PA.GOV,City,Non-Federal Agency,Collegeville,PA,40.18565631,-75.45156565
COLLIERVILLETN.GOV,City,Non-Federal Agency,Collierville,TN,35.04203675,-89.66452642
COLLINCOUNTYTEXAS.GOV,City,Non-Federal Agency,Mckinney,TX,33.19761892,-96.61526663
COLLINCOUNTYTX.GOV,City,Non-Federal Agency,McKinney,TX,33.19761892,-96.61526663
COLONIALHEIGHTSVA.GOV,City,Non-Federal Agency,Colonial Heights,VA,37.26803872,-77.40725861
COLORADOSPRINGS.GOV,City,Non-Federal Agency,Colorado Springs,CO,38.83387727,-104.8213594
COLRAIN-MA.GOV,City,Non-Federal Agency,Colrain,MA,42.67313908,-72.69675711
COLTONCA.GOV,City,Non-Federal Agency,Colton,CA,34.07389816,-117.3136459
COLUMBIAHEIGHTSMN.GOV,City,Non-Federal Agency,Columbia Heights,MN,45.04079748,-93.2629966
COLUMBIANAOHIO.GOV,City,Non-Federal Agency,Columbiana,OH,40.88838595,-80.69395595
COLUMBIASC.GOV,City,Non-Federal Agency,Columbia,SC,34.00070765,-81.0348097
COLUMBIATN.GOV,City,Non-Federal Agency,Columbia,TN,35.6150699,-87.03527924
COLUMBIATWP-OH.GOV,City,Non-Federal Agency,Columbia Station,OH,41.31310776,-81.94680678
COLUMBUS.GOV,City,Non-Federal Agency,Columbus,OH,39.96117573,-82.99878643
COLUMBUSOH.GOV,City,Non-Federal Agency,Columbus,OH,39.96117573,-82.99878643
COLUMBUSOHIO.GOV,City,Non-Federal Agency,Columbus,OH,39.96117573,-82.99878643
COMMERCIALPOINTOHIO.GOV,City,Non-Federal Agency,Commercial Point,OH,39.76839934,-83.05712825
COMO.GOV,City,Non-Federal Agency,Columbia,MO,38.95170831,-92.33406753
COMSTOCKMI.GOV,City,Non-Federal Agency,Kalamazoo,MI,42.29170793,-85.58722673
CONCORDMA.GOV,City,Non-Federal Agency,Concord,MA,42.46036646,-71.34894671
CONCORDNC.GOV,City,Non-Federal Agency,Concord,NC,35.40874971,-80.57950861
CONCORDNH.GOV,City,Non-Federal Agency,Concord,NH,43.2081371,-71.53756997
CONCRETEWA.GOV,City,Non-Federal Agency,Concrete,WA,48.53927753,-121.7462476
CONNEAUTOHIO.GOV,City,Non-Federal Agency,Conneaut,OH,41.94755597,-80.55423885
CONNERSVILLEIN.GOV,City,Non-Federal Agency,Connersville,IN,39.64115963,-85.14106882
CONOVERNC.GOV,City,Non-Federal Agency,Conover,NC,35.70651978,-81.21868589
CONYERSGA.GOV,City,Non-Federal Agency,Conyers,GA,33.66760671,-84.01768951
COOKEVILLE-TN.GOV,City,Non-Federal Agency,Cookeville,TN,36.16283779,-85.50163983
COONRAPIDSMN.GOV,City,Non-Federal Agency,Coon Rapids,MN,45.11996795,-93.28772641
COPPELLTX.GOV,City,Non-Federal Agency,Coppell,TX,32.95456848,-97.01500666
COPPERASCOVETX.GOV,City,Non-Federal Agency,Copperas Cove,TX,31.12405892,-97.90307935
COR.GOV,City,Non-Federal Agency,Richardson,TX,32.94817905,-96.72971847
CORALGABLES-FL.GOV,City,Non-Federal Agency,Coral Gables,FL,25.72148733,-80.26837922
CORALGABLESFL.GOV,City,Non-Federal Agency,Coral Gables,FL,25.72148733,-80.26837922
CORBIN-KY.GOV,City,Non-Federal Agency,Corbin,KY,36.94869755,-84.09687798
CORNINGAR.GOV,City,Non-Federal Agency,Corning,AR,36.40783655,-90.5798262
